joint_id,zone,assembly,order,asm_step,part_a,part_b,hardware,interface,fastening_retention,dependency,instruction,tool,torque_threadlock,confidence,asm_check,disposition,evidence
J-PWR-007,ZP power,power,14.03,ASM-14,PS-15 junction support (DIAG-CAD),2023 rear floor,M3×8 bolt from BOM kit + mapped floor slot nut,PS-15 DIAG-CAD uses reversible plate clamps because no free Z2R feature exists [ASSUMPTION final],screw into captive floor nut; reversible,D-27 occupancy and disconnect reach,Clamp PS-15 to the donor plate without new holes; align connector access upward/inward.,matching hex driver + nut driver if the captive nut is not yet seated,Snug only against printed support. Threadlock only if both engaged threads are metal.,ASSUMPTION,ASM-14/18: pull-off test and body-on disconnect finger reach.,HOLD,K PS-15/K.3
J-ELC-008,ZC control,electronics,14.08,ASM-14,PS-06 RX carrier,2023 front floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,One floor M3 feature + carrier option documented; D-27/rod-sweep station physical,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,ASM-08 steering sweep recorded,Install PS-06 at the accepted quiet-side floor feature with the shortest matching BOM M3 screw.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-14/23: record station, bolt/nut, antenna clearance and no KO-01 contact.",HOLD,
J-PWR-002,ZP power,power,15.01,ASM-15,2S pack ≤75×45×25,PS-01 battery tray (DIAG-CAD),hardware not selected / still in transit; no substitute authorized,"Pack ≤75×45×25 DOCUMENTED; exact SKU, case, leads, strap path and tray fit UNKNOWN",DEFER — retention cannot be chosen before the named real part is measured,Exact 2S pack arrival + J-PWR-001,DEFER pack retention. Fit the exact pack/dummy and prove open-top removal before selecting the restraint.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-50: measure pack/lead exit, strap land, shake retention and body-off service.",DEFER,
J-PWR-004,ZP power,power,17.04,ASM-17,5 A UBEC,PS-03 UBEC shelf (DIAG-CAD),no added BOM fastener; printed clip/pocket/strap feature only,UBEC-A pocket nominal 30×14×10 ASSUMPTION; real body/lead exits unmeasured,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-PWR-003 + real UBEC measured,"Seat UBEC-A in its own pocket with leads unloaded; use only pocket/declared restraint, no screw through its case.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-17/52: caliper UBEC-A, tug-test body not leads, confirm ventilation.",HOLD,
J-PWR-005,ZP power,power,17.05,ASM-17,5 A UBEC,PS-03 UBEC shelf (DIAG-CAD),no added BOM fastener; printed clip/pocket/strap feature only,UBEC-B pocket nominal 30×14×10 ASSUMPTION; real body/lead exits unmeasured,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-PWR-003 + real UBEC measured,"Seat UBEC-B in its own pocket with leads unloaded; use only pocket/declared restraint, no screw through its case.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-17/52: caliper UBEC-B, tug-test body not leads, confirm ventilation.",HOLD,
J-PWR-006,ZP power,power,17.06,ASM-17,rail capacitor,PS-03 UBEC shelf (DIAG-CAD),no added BOM fastener; printed clip/pocket/strap feature only,Cap can Ø/height and shelf retainer ASSUMPTION; value remains governed by D-24,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",Real capacitor selected after D-24,Seat capacitor adjacent to its rail using the designed pocket/tie point; no lead carries mechanical load.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-17/36: measure can, retention and lead strain relief.",HOLD,
J-ELC-001,ZC control,electronics,20.01,ASM-20,PS-05 deck post (DIAG-CAD),PS-03 UBEC shelf (DIAG-CAD),heat-set M3×5 brass insert + M3 bolt from BOM kit; exact bolt length ASSUMPTION,PS-05 rear post landing on PS-03 documented in spec; exact station and production boss ASSUMPTION,insert heat-set square to boss; service screw retained by metal thread,J-PWR-003,Install rear deck post(s) on the PS-03 shoulder/receiver and keep their axes square to DAT-F.,temperature-controlled soldering iron + insert tip; matching hex driver after cool-down,Insert with heat only; never torque while hot. Service screw snug; low-strength threadlock only metal–metal.,ASSUMPTION,"ASM-20: record count/stations, insert engagement and post height.",HOLD,
J-ELC-002,ZC control,electronics,20.02,ASM-20,PS-05 deck post (DIAG-CAD),PS-15 junction support (DIAG-CAD),heat-set M3×5 brass insert + M3 bolt from BOM kit; exact bolt length ASSUMPTION,PS-05 front post landing on PS-15 shoulders is concept-only; recovered DIAG-CAD omits fixed shoulders,insert heat-set square to boss; service screw retained by metal thread,J-PWR-007 and physical P1,HOLD front post connection until a non-overlapping shoulder station is proven; then use M3×5 insert service threads.,temperature-controlled soldering iron + insert tip; matching hex driver after cool-down,Insert with heat only; never torque while hot. Service screw snug; low-strength threadlock only metal–metal.,ASSUMPTION,"ASM-20/P1: record station, boss geometry, post height and connector hand clearance.",HOLD,
J-ELC-003,ZC control,electronics,20.03,ASM-20,PS-04 electronics deck,PS-05 deck post (DIAG-CAD),heat-set M3×5 brass insert + M3 bolt from BOM kit; exact bolt length ASSUMPTION,Two front M3 service fasteners into post inserts DOCUMENTED; rear hook count/plane ASSUMPTION,insert heat-set square to boss; service screw retained by metal thread,J-ELC-001/002 and S0/KO-01 gates,"Lower PS-04 onto rear hooks, align front post holes, then install the two service screws.",temperature-controlled soldering iron + insert tip; matching hex driver after cool-down,Insert with heat only; never torque while hot. Service screw snug; low-strength threadlock only metal–metal.,ASSUMPTION,"ASM-20: record hole Ø/pitch, exact bolt lengths, level ±1 mm and <60 s removal.",HOLD,
J-ELC-004,ZC control,electronics,20.04,ASM-20,PS-04 electronics deck,PS-03 UBEC shelf (DIAG-CAD),no added BOM fastener; printed clip/pocket/strap feature only,Tool-free rear deck hook into PS-03 documented in spec; geometry not production-authorized,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-ELC-003,Engage rear hooks before front screws; lift only after front screws and CN-DECK are removed.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,ASM-20: hook engagement/tug test and removal path.,HOLD,
J-CAS-001,ZK cassette,electronics,20.1,ASM-20,cassette external four-point saddle / clamp · topology TBD,2023 front floor,reversible external four-point retention hardware/topology not selected; no substitute authorized,Former X+35/L±12 bosses are REJECTED inside the 55×45 PDB target; no replacement forward stations are registered,"external saddle/clamp retention; exact tabs, screws/inserts and release method remain ASSUMPTION",p0_12 full-stack dummy + external four-point clamp coupon,"HOLD the forward saddle. Find reversible external tabs/clamps clear of the PDB, wall boards, floor edge and shell; do not hide screws under modules or drill the donor floor.",transparent full-stack dummy + calipers first; installation tool follows the selected closure,"No torque, drilling, bonding or threadlock until CAS-07 selects and records the retention.",ASSUMPTION,"ASM-20/CAS-04: record both forward attachment stations, clamp pull-off, shell-lip clearance and zero donor damage.",HOLD,p0_d01 feature map; p0_12 cassette fit audit
J-CAS-002,ZK cassette,electronics,20.11,ASM-20,cassette external four-point saddle / clamp · topology TBD,2023 rear floor,reversible external four-point retention hardware/topology not selected; no substitute authorized,Former X−15/L±12 bosses are REJECTED inside the 30×25 charge target; nearby M3 rows remain occupied/servo-contested,"external saddle/clamp retention; exact tabs, screws/inserts and release method remain ASSUMPTION",p0_12 full-stack dummy + ASM-08 steering installation,"HOLD the rear saddle. Find reversible external tabs/clamps clear of the charge cell, servo and side bodies; no hidden module-first screw or donor hole is authorized.",transparent full-stack dummy + calipers first; installation tool follows the selected closure,"No torque, drilling, bonding or threadlock until CAS-07 selects and records the retention.",ASSUMPTION,"ASM-20/CAS-04: feeler-map the rear carrier against servo/rod, record clamp stations and repeat the unloaded pull-off test.",HOLD,p0_d01 feature map; D-27; KO-01/19
J-CAS-003,ZK cassette,electronics,20.12,ASM-20,lift-out electronics cassette stepped-T gauge,cassette external four-point saddle / clamp · topology TBD,reversible external four-point retention hardware/topology not selected; no substitute authorized,"Four-point lift-out remains required, but the former X−15/+35/L±12 pattern is rejected by PDB/charge overlap; new pattern and retention are TBD","external saddle/clamp retention; exact tabs, screws/inserts and release method remain ASSUMPTION",J-CAS-001/002 + S0/KO-01/full-cluster fit gate + new external pattern,Lower the cassette onto four external datums and engage the selected reversible retention only after its insert/clamp coupon; never remove an electrical module to reach a cassette service joint.,transparent full-stack dummy + calipers first; installation tool follows the selected closure,"No torque, drilling, bonding or threadlock until CAS-07 selects and records the retention.",ASSUMPTION,"ASM-20/CAS-04: record four coordinates, insert/boss dimensions, bolt lengths, rocking, driver reach and body-off removal time.",HOLD,
J-CAS-006,ZK cassette,electronics,20.13,ASM-20,cassette insulated rear service deck,lift-out electronics cassette stepped-T gauge,heat-set M3×5 brass insert + M3 bolt from BOM kit; exact bolt length ASSUMPTION,Insulated rear service deck Z13…16 carries amp + RP1 above the charge TARGET; 6 mm to KO-01 is 2 mm short of moving policy,insert heat-set square to boss; service screw retained by metal thread,J-CAS-004/005 + J-CAS-018 + ASM-08 measured sweep,"HOLD the rear service deck. Prove insulation, charge thermal clearance, amp/RP1 exits and measured steering gap before selecting its supports.",temperature-controlled soldering iron + insert tip; matching hex driver after cool-down,Insert with heat only; never torque while hot. Service screw snug; low-strength threadlock only metal–metal.,ASSUMPTION,"ASM-20/CAS-02: record deck Z, four supports, flatness, lower-module clearance and no rod contact.",HOLD,
J-CAS-015,ZK cassette,electronics,20.14,ASM-20,hollow cut-through cockpit pedestal,2023 front floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,"Trial pedestal outer core is X+51…+65/L±11 to carry the 14×22 outer conduit gauge; floor feature, hole count and gimbal datum remain TBD",screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,ASM-08 measured steering + D-04 body/halo registration + transparent pedestal template,HOLD the fixed pedestal floor joint. Use only a physically free/shared feature or reversible clamp; do not drill the donor floor and do not attach it to the cassette.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-20/CAS-08: record foot contacts, existing/shared fastener or clamp, 14×22 core section, 5 mm PDB/5.6 mm front-block gaps, pull-off and zero donor damage.",HOLD,
J-ELC-005,ZC control,electronics,22.05,ASM-22,dual-core ESP32-WROOM-32 D1-Mini-ESP32 / MH-ET Live MiniKit,PS-04 electronics deck,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,ESP32 #1 mounting holes may be M2.5/M3 by board variant; supplied BOM has M3 only [ASSUMPTION],screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Real board calipered + J-ELC-003,"Bench-fit ESP32 #1; use BOM M3 only if holes clear without touching pads/traces, otherwise DEFER rather than invent M2.5 hardware.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-22/52: record ESP32 #1 hole Ø/pitch, standoff height, insulation and exact BOM fastener.",HOLD,
J-ELC-006,ZC control,electronics,22.06,ASM-22,dual-core ESP32-WROOM-32 D1-Mini-ESP32 / MH-ET Live MiniKit,PS-04 electronics deck,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,ESP32 #2 mounting holes may be M2.5/M3 by board variant; supplied BOM has M3 only [ASSUMPTION],screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Real board calipered + J-ELC-003,"Bench-fit ESP32 #2; use BOM M3 only if holes clear without touching pads/traces, otherwise DEFER rather than invent M2.5 hardware.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-22/52: record ESP32 #2 hole Ø/pitch, standoff height, insulation and exact BOM fastener.",HOLD,
J-CAS-004,ZK cassette,electronics,22.1,ASM-22,power-distribution board · 55×45×18 TARGET,lift-out electronics cassette stepped-T gauge,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,PDB contents are FIRM; 55×45×18 mm and ~50 g are TARGET/ASSUMPTION; target placement X+1…+46/L±27.5/Z1…19 has only 3 mm to KO-01,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,final PDB component placement + ASM-08 measured sweep + full connector dummy,"HOLD the four-M3 lower-bay PDB seat. Refine and caliper the final board, tall UBEC/cap side, holes, loop-key access and every connector/bend before selecting the exact BOM M3 lengths/standoffs.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-22/CAS-05: record PDB L/W/H/mass, holes, live-side insulation, connector exits, creepage lands and service pull.",HOLD,
J-CAS-007,ZK cassette,electronics,22.17,ASM-22,dual-core ESP32-WROOM-32 D1-Mini-ESP32 / MH-ET Live MiniKit,cassette left interior mini-board wall seat,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,"Mini board #1 control identity/envelope is FIRM at 39 X ×31 Z ×~13 L at L−43…−30; holes, headers, retention and live micro-USB plug bends are unmeasured",screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,real MH-ET Live board calipers + S0≥9.82 + p0_12 fit gate,HOLD mini-board #1 control wall retention; orient the micro-USB end toward X+42 and do not force M3 through an unverified PCB hole.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-22/CAS-03: record mini-board #1 control SKU/chip, body/headers/live USB plug, holes, wall gap, insulation and body-off hand clearance.",HOLD,
J-CAS-008,ZK cassette,electronics,22.18,ASM-22,dual-core ESP32-WROOM-32 D1-Mini-ESP32 / MH-ET Live MiniKit,cassette right interior mini-board wall seat,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,"Mini board #2 sound/light identity/envelope is FIRM at 39 X ×31 Z ×~13 L at L+30…+43; holes, headers, retention and live micro-USB plug bends are unmeasured",screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,real MH-ET Live board calipers + S0≥9.82 + p0_12 fit gate,HOLD mini-board #2 sound/light wall retention; orient the micro-USB end toward X+42 and do not force M3 through an unverified PCB hole.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-22/CAS-03: record mini-board #2 sound/light SKU/chip, body/headers/live USB plug, holes, wall gap, insulation and body-off hand clearance.",HOLD,
J-CAS-018,ZK cassette,electronics,22.19,ASM-22,MAX98357A amplifier,cassette insulated rear service deck,no added BOM fastener; printed clip/pocket/strap feature only,MAX98357A uses a 17.8 X ×19.4 L ×3 reference body on the insulated Z13…16 rear service deck; purchased-board holes/exits are ASSUMPTION,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-CAS-005/006 + real amp calipers + ASM-08 measured sweep,"HOLD the amp seat; support and insulate the PCB, leave I2S XH5/speaker exits accessible and prove the deck stays clear of the charge thermal face and steering.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-22/55/CAS-05: record amp L/W/H, holes, insulation, XH5/PH2 exits, charge gap and measured moving clearance.",HOLD,
J-AUD-001,ZL audio,audio,22.3,ASM-22,MAX98357A amplifier,PS-04 electronics deck,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,MAX98357A reference 19.4×17.8×3 ASSUMPTION for purchased board; two-screw pad unspecified,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Real amp measured + J-ELC-003,Bench-fit amp; use BOM M3 only if board holes clear pads/traces and the deck pad supports the PCB.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-22/55: record board/hole pitch, standoff/insulation and fastener.",HOLD,
J-ELC-007,ZC control,electronics,23.01,ASM-23,RadioMaster RP1,PS-06 RX carrier,no added BOM fastener; printed clip/pocket/strap feature only,RP1 body/pad retention documented as carrier+adhesive option; board holes/fastener absent from supplied BOM,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",Real RP1 measured,Seat RP1 on PS-06 without loading antenna/coax; do not run an M3 screw through the board unless a measured mounting hole exists.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,ASM-23/52: record body/hole geometry and carrier tug test.,HOLD,
J-CAS-009,ZK cassette,electronics,23.09,ASM-23,RadioMaster RP1,cassette insulated rear service deck,no added BOM fastener; printed clip/pocket/strap feature only,"RP1 body is DOCUMENTED 13×11×3; cassette pad, antenna root and lead exit are unmeasured","clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-CAS-006 + firm connector map + full body/bend dummy,HOLD the RP1 seat; restrain the body/pad and cable jacket without clamping the antenna root.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-23/CAS-05: record pad size, pull direction, antenna service loop and separation from WiFi/XT seats.",HOLD,
J-SNS-001,ZH sensor,sensor,24.01,ASM-24,Ø3×1 magnet,belt-set output shaft,hardware not selected / still in transit; no substitute authorized,"Magnet Ø3×1 DOCUMENTED; final shaft carrier, keyed recess/bond land and runout UNKNOWN",DEFER — retention cannot be chosen before the named real part is measured,Magnets arrive + final rear carrier/shaft assembled,DEFER magnet bond; select a radial station with no belt/bearing conflict and key/bond only after dry-run gap proof.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-57: record shaft land, keyed feature/bond, runout and retention after hand spin.",DEFER,
J-SNS-002,ZH sensor,sensor,24.02,ASM-24,A3144 Hall sensor,PS-16 Hall bracket,hardware not selected / still in transit; no substitute authorized,A3144 body max 4.17×3.10×1.57 DOCUMENTED; clip/fastener and sensitive face orientation physical,DEFER — retention cannot be chosen before the named real part is measured,J-SNS-001 + PS-16 authorized,DEFER sensor retention; place the active face toward the magnet and strain-relieve leads outside the 1–3 mm adjustment.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-57: identify active face, clip/fastener, lead strain relief and repeatable 1.5 mm cold setting.",DEFER,
J-SNS-003,ZH sensor,sensor,24.03,ASM-24,PS-16 Hall bracket,rear axle carrier L,hardware not selected / still in transit; no substitute authorized,PS-16 clips to selected bearing-carrier region; mount geometry depends on Gate A and magnet station,DEFER — retention cannot be chosen before the named real part is measured,J-SNS-001/002 + final rear carrier,DEFER bracket joint; use a reversible M3/shared feature only after full axle play is known.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-57: record carrier feature, exact BOM fastener, adjustment range and ≥8 mm belt/gear clearance.",DEFER,
J-ELC-009,ZC control,electronics,25.01,ASM-25,BL-M8812EU2 WiFi module,PS-04 electronics deck,no added BOM fastener; printed clip/pocket/strap feature only,WiFi max pocket 60×32×12 is diagnostic ASSUMPTION; real module possession/dimensions unconfirmed,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",Possession + D-06b,Use PS-13 dummy only until the real WiFi module is measured; then seat with U.FL exits unloaded and service pull open.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-25/52: record module envelope, pocket retention and removal path.",HOLD,
J-ELC-010,ZC control,electronics,25.02,ASM-25,28×28×3 heatsink,BL-M8812EU2 WiFi module,no connector fastener in the supplied joint BOM; bond/adhesive remains ASSUMPTION unless BOM v2 names it,"28×28×3 heatsink DOCUMENTED; WiFi thermal face, bond line and keepouts unmeasured",bonded retention after dry fit; no hidden substitute hardware,D-06b + thermal material selected,"Dry-align heatsink to the identified hot package/plane, preserve U.FL/USB access, then make the documented thermal bond.","surface-prep tools + clamp appropriate to the selected, documented adhesive",No torque/threadlock. Do not bond until the named ASM dry-fit and service check pass.,ASSUMPTION,"ASM-25: record thermal face, bond material/thickness, cure and pull test.",HOLD,
J-CAS-010,ZK cassette,electronics,25.1,ASM-25,BL-M8812EU2 WiFi module,cassette insulated rear service deck,no added BOM fastener; printed clip/pocket/strap feature only,"WiFi allocation remains ≤60×32×12 with 28×28×3 heatsink, but the target-cell repack has no accepted WiFi station","clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",Real BL-M8812EU2 calipers + full PDB/charge/amp/RP1/dock dummy,"HOLD the WiFi seat as UNPLACED; find a shell/KO-safe vented station with USB, both U.FL service directions and ≥10 mm coax bends unobstructed.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-25/CAS-05: record complete module/heatsink envelope, vent free area, cable bends, retention and body-on temperature.",HOLD,
J-CAM-001,ZV camera,camera,26.01,ASM-26,PS-10 gimbal base,2023 front floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,PS-10 common station envelope documented; actual base holes/station blocked by D-34/35,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Gate C and A-vs-B choice,"HOLD chassis-side gimbal base; when authorized, use only existing mapped M3 features/shared stack.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-26/53: record station, hole Ø/count, bolt lengths and roll datum.",HOLD,
J-CAM-002,ZV camera,camera,26.02,ASM-26,MG90S pan servo,PS-10 gimbal base,hardware not selected / still in transit; no substitute authorized,MG90S clone body/ears/pitch/spline unmeasured,DEFER — retention cannot be chosen before the named real part is measured,MG90S arrival + J-CAM-001,DEFER pan-servo mount; no nominal-clone pocket edits before calipers/no-force fit.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,ASM-54: record pan servo body/ears/hole Ø/pitch and exact BOM-compatible fastener.,DEFER,
J-CAM-003,ZV camera,camera,26.03,ASM-26,MG90S tilt servo,MG90S pan servo,hardware not selected / still in transit; no substitute authorized,"Orthogonal MG90S gimbal interface, horn and link geometry UNKNOWN",DEFER — retention cannot be chosen before the named real part is measured,Both MG90S arrived/centred,DEFER tilt-to-pan connection; use only measured servo horns/screws and prove hand sweep before power.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-54: record axes, horn radius/hole Ø, retention and hard-stop clearance.",DEFER,
J-CAM-004,ZV camera,camera,26.04,ASM-26,SSC338Q + IMX335 camera,MG90S tilt servo,hardware not selected / still in transit; no substitute authorized,Camera board/heatsink/lens holes and cradle interface D-34 UNKNOWN,DEFER — retention cannot be chosen before the named real part is measured,D-34 camera measurements + J-CAM-003,"HOLD/DEFER camera cradle until the real board, lens and cable exits are measured; clamp no lens barrel.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-53: record camera holes, safe clamp lands, roll reference and service pull.",DEFER,
J-CAS-011,ZK cassette,electronics,26.1,ASM-26,PS-10 gimbal base,hollow cut-through cockpit pedestal,hardware not selected / still in transit; no substitute authorized,"PS-10 gimbal-to-pedestal face, holes, gimbal datum and swept envelope are unmeasured; both MG90S units remain in transit",DEFER — retention cannot be chosen before the named real part is measured,J-CAS-015 + D-34/35 + real MG90S units + p0_12 pedestal/halo gate,"DEFER the gimbal-to-pedestal joint; the gimbal is never supported by the cassette, and no nominal MG90S pocket or horn interface is authorized.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-26/CAS-08: record pedestal face, hardware, roll datum, FOV, halo/airbox gap, full no-power sweep and independent cassette lift.",DEFER,
J-LGT-001,ZL light,lighting,27.01,ASM-27,WS2812B segment,rearbacklightdiffuser,no added BOM fastener; printed clip/pocket/strap feature only,WS2812 strip and diffuser location DOCUMENTED; strip thickness/adhesive/channel fit D-36 UNKNOWN,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",ASM-13 H-08 pre-route and actual strip offcut,Seat the brake segment behind the unpainted lens without covering pads; provide pull-through strain relief.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-55: record pixel count/segment length, channel fit, retention and optical test.",HOLD,
J-LGT-003,ZL light,lighting,27.03,ASM-27,WS2812B segment,PS-18 light anchor / lens,no added BOM fastener; printed clip/pocket/strap feature only,Left Indicator segment/lens anchor is new concept; segment cut and retention D-36 UNKNOWN,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",Actual strip offcut + PS-18 authorized,HOLD left indicator segment in its unpainted lens/anchor without loading solder pads.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-55: record left indicator pixel count, cut line, anchor retention and shell/DRS clearance.",HOLD,
J-LGT-004,ZL light,lighting,27.04,ASM-27,WS2812B segment,PS-18 light anchor / lens,no added BOM fastener; printed clip/pocket/strap feature only,Right Indicator segment/lens anchor is new concept; segment cut and retention D-36 UNKNOWN,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",Actual strip offcut + PS-18 authorized,HOLD right indicator segment in its unpainted lens/anchor without loading solder pads.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-55: record right indicator pixel count, cut line, anchor retention and shell/DRS clearance.",HOLD,
J-LGT-005,ZL light,lighting,27.05,ASM-27,WS2812B segment,new halo 2.1,no added BOM fastener; printed clip/pocket/strap feature only,Halo strip location DOCUMENTED; 2+2 pixel proposal/anchor/adhesive D-36 ASSUMPTION,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",Actual strip + halo dry fit,Dry-route halo segments on the underside/declared optical land; keep data direction and body disconnect lead serviceable.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-55: record pixel layout, cut points, retention and light bleed.",HOLD,
J-REA-030,ZR rear,rear,28.01,ASM-28,MG90S DRS servo,preferred 2021 DRS rear wing,hardware not selected / still in transit; no substitute authorized,MG90S wing pocket DOCUMENTED topology; clone body/ears/hole pitch unmeasured,DEFER — retention cannot be chosen before the named real part is measured,MG90S arrival + Gate A/B wing selection,DEFER servo-to-pocket mount; do not resize the wing pocket from nominal clone dimensions.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,ASM-54: measure MG90S body/ears/hole pitch and select BOM M3 hardware only if holes permit.,DEFER,
